Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
SingStar R&;"";PS2;2007;Misc;Sony Computer Entertainment;0.0;0.05;0.0;0.6;0.65;0.0;0;0.0;0;;0;0;0;0;0;0
Mary-Kate and Ashley: Magical Mystery Mall;Mary-Kate and Ashley;PS;2000;Adventure;Acclaim Entertainment;0.36;0.24;0.0;0.04;0.65;0.0;0;0.0;0;;5;0;0;0;0;0
MX vs. ATV Untamed;"";PSP;2007;Racing;THQ;0.35;0.18;0.0;0.12;0.65;59.0;12;0.0;0;E;5;0.394;0.0;0.034;0.32200000000000006;0.038
007: Quantum of Solace;007;Wii;2008;Action;Activision;0.29;0.28;0.01;0.07;0.65;54.0;11;7.5;26;T;14;0.6349999999999999;0.006;0.2;0.356;0.07500000000000002
Tiger Woods PGA Tour 10;"";X360;2009;Sports;Electronic Arts;0.39;0.2;0.0;0.06;0.65;80.0;51;6.9;20;E;55;0.5569090909090909;0.0;0.14800000000000002;0.34581818181818175;0.06145454545454545
Crafting Mama;"";DS;2010;Simulation;505 Games;0.39;0.19;0.01;0.05;0.65;0.0;0;0.0;0;E;8;0.7300000000000001;0.018571428571428572;0.23285714285714287;0.41000000000000003;0.06999999999999999
Super Robot Taisen Impact;"";PS2;2002;Strategy;Banpresto;0.0;0.0;0.65;0.0;0.65;0.0;0;0.0;0;;0;0;0;0;0;0
Wall-E;"";PSP;2008;Platform;THQ;0.29;0.22;0.0;0.14;0.65;64.0;8;0.0;0;E;6;0.7116666666666666;0.0;0.2833333333333334;0.265;0.16166666666666665
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken;Meccha! Taiko no Tatsujin Master DS;DS;2008;Misc;Namco Bandai Games;0.0;0.0;0.65;0.0;0.65;0.0;0;0.0;0;;11;0.4633333333333334;0.4633333333333334;0.0;0.0;0.0
Disney Infinity 2.0: Marvel Super Heroes;Disney Infinity 2.0;PS4;2014;Action;Disney Interactive Studios;0.29;0.25;0.0;0.11;0.65;0.0;0;0.0;0;;36;0.6225925925925926;0.003333333333333333;0.23925925925925925;0.3077777777777779;0.07296296296296298
Overwatch;"";PC;2016;Shooter;Activision;0.28;0.31;0.0;0.05;0.65;91.0;62;6.8;4160;T;2;1.95;0.08;0.7150000000000001;0.9;0.26
Harry Potter and the Half-Blood Prince;"";PS2;2009;Action;Electronic Arts;0.13;0.07;0.0;0.44;0.64;0.0;0;8.3;13;E10+;6;0.4266666666666666;0.0;0.19833333333333336;0.165;0.05833333333333333
Crash Bandicoot Purple: Riptos Rampage;Crash Bandicoot Purple;GBA;2004;Platform;Vivendi Games;0.46;0.17;0.0;0.01;0.64;67.0;23;6.8;13;E;38;1.6441666666666672;0.09833333333333333;0.6208333333333333;0.7866666666666667;0.13833333333333336
LEGO Dimensions;"";X360;2015;Action;Warner Bros. Interactive Entertainment;0.33;0.26;0.0;0.06;0.64;0.0;0;6.1;18;;4;0.6375;0.0;0.29;0.2675;0.0825
Need For Speed: Undercover;Need For Speed;Wii;2008;Racing;Electronic Arts;0.27;0.31;0.0;0.07;0.64;54.0;12;6.2;29;T;84;1.22253164556962;0.01367088607594937;0.45898734177215195;0.5781012658227849;0.1729113924050632
The LEGO Movie Videogame;"";WiiU;2014;Action;Warner Bros. Interactive Entertainment;0.33;0.23;0.03;0.05;0.64;68.0;5;7.7;25;E10+;7;0.6471428571428571;0.011428571428571429;0.2742857142857143;0.2857142857142857;0.07857142857142858
Spyro: A Heros Tail;Spyro;PS2;2004;Platform;Vivendi Games;0.32;0.25;0.0;0.08;0.64;60.0;16;8.0;44;E;8;1.3357142857142856;0.0;0.5242857142857144;0.7228571428571428;0.09000000000000001
Crash: Twinsanity;Crash;PS2;2004;Platform;Vivendi Games;0.32;0.25;0.0;0.08;0.64;64.0;38;8.0;132;E;43;2.1931249999999998;0.24437499999999998;0.719375;1.0875;0.140625
Quantum Break;"";XOne;2016;Action;Microsoft Game Studios;0.38;0.2;0.01;0.06;0.64;77.0;106;6.8;1682;M;9;0.305;0.00375;0.1375;0.12;0.0425
Drawn to Life: The Next Chapter;Drawn to Life;DS;2009;Puzzle;THQ;0.44;0.14;0.0;0.06;0.64;72.0;21;7.7;22;E;45;0.78;0.0;0.35;0.365;0.065
Max Payne 2: The Fall of Max Payne;Max Payne 2;X;2003;Shooter;Take-Two Interactive;0.47;0.15;0.0;0.02;0.64;84.0;34;8.2;50;M;28;1.0139999999999998;0.012;0.35700000000000004;0.548;0.094
GoldenEye: Rogue Agent;GoldenEye;PS2;2004;Shooter;Electronic Arts;0.54;0.02;0.0;0.09;0.64;60.0;38;7.0;32;T;22;0.7055555555555555;0.011111111111111112;0.2122222222222222;0.41555555555555557;0.06888888888888889
WWE 2K15;"";X360;2014;Sports;Take-Two Interactive;0.38;0.21;0.0;0.06;0.64;50.0;5;4.0;65;T;13;0.7053846153846154;0.0;0.3007692307692308;0.3076923076923077;0.09692307692307695
Star Ocean: First Departure;Star Ocean;PSP;2007;Role-Playing;Square Enix;0.2;0.13;0.22;0.09;0.64;74.0;32;7.4;28;T;81;0.4252941176470588;0.18235294117647058;0.06294117647058824;0.15;0.02764705882352941
Paws & Claws: Pet Vet;Paws & Claws;DS;2007;Simulation;THQ;0.59;0.0;0.0;0.05;0.64;0.0;0;0.0;0;;13;0.1625;0.0;0.004166666666666667;0.1466666666666667;0.010833333333333334
James Bond 007: Everything or Nothing;James Bond 007;X;2004;Shooter;Electronic Arts;0.43;0.19;0.0;0.02;0.64;83.0;51;7.4;27;T;18;0.8888235294117646;0.01941176470588235;0.31352941176470583;0.4635294117647058;0.09352941176470589
NHL 16;"";PS4;2015;Sports;Electronic Arts;0.37;0.16;0.0;0.11;0.64;78.0;28;5.5;158;E10+;111;0.32405660377358486;0.0;0.08311320754716972;0.21028301886792458;0.02999999999999995
X2: Wolverines Revenge;X2;PS2;2003;Platform;Activision;0.31;0.24;0.0;0.08;0.64;58.0;24;7.2;13;T;116;0.39615384615384613;0.08230769230769232;0.06923076923076922;0.22538461538461535;0.02
NBA Live 06;"";X;2005;Sports;Electronic Arts;0.57;0.04;0.0;0.03;0.64;79.0;30;6.4;15;E;49;0.6965306122448979;0.004693877551020408;0.08530612244897959;0.5491836734693878;0.0557142857142857
Tom Clancys Rainbow Six;"";N64;1999;Shooter;Red Storm Entertainment;0.48;0.15;0.0;0.01;0.64;0.0;0;0.0;0;;20;0.9029999999999998;0.013000000000000001;0.31050000000000005;0.4875;0.0915
Castlevania;"";N64;1999;Platform;Konami Digital Entertainment;0.44;0.1;0.04;0.05;0.64;0.0;0;0.0;0;;30;0.48666666666666664;0.13;0.07333333333333335;0.26611111111111113;0.017222222222222226
Rayman 2: The Great Escape;Rayman 2;N64;1999;Platform;Ubisoft;0.4;0.22;0.0;0.02;0.64;0.0;0;0.0;0;;47;0.6135714285714285;0.008571428571428572;0.2671428571428571;0.2785714285714286;0.05714285714285714
Nicktoons Collection: Game Boy Advance Video Volume 1;Nicktoons Collection;GBA;2004;Misc;Majesco Entertainment;0.46;0.17;0.0;0.01;0.64;0.0;0;0.0;0;;25;0.22333333333333336;0.0;0.05875000000000002;0.1595833333333333;0.0020833333333333333
New Play Control! Pikmin;"";Wii;2008;Strategy;Nintendo;0.28;0.12;0.19;0.04;0.64;0.0;0;0.0;0;;1;0.6;0.34;0.13;0.11;0.02
Rayman 3D;"";3DS;2011;Platform;Ubisoft;0.23;0.35;0.0;0.06;0.64;61.0;39;6.5;49;E;0;0;0;0;0;0
Football Manager 2014;"";PC;2013;Sports;Sega;0.0;0.6;0.0;0.03;0.64;85.0;41;5.5;277;E;17;0.4178571428571428;0.0;0.3371428571428571;0.0014285714285714286;0.07928571428571429
LEGO Dimensions;"";PS3;2015;Action;Warner Bros. Interactive Entertainment;0.2;0.34;0.0;0.1;0.64;0.0;0;6.4;18;;4;0.6375;0.0;0.26999999999999996;0.3;0.0725
TimeSplitters 2;"";X;2002;Shooter;Eidos Interactive;0.29;0.33;0.0;0.01;0.64;88.0;20;7.7;34;T;6;0.3416666666666666;0.0;0.11166666666666668;0.19833333333333333;0.03333333333333333
LittleBigPlanet 3;"";PS3;2014;Platform;Sony Computer Entertainment;0.2;0.33;0.01;0.1;0.64;0.0;0;7.2;64;E;6;2.992;0.054000000000000006;1.158;1.26;0.516
Dragon Quest Monsters Joker 3;"";3DS;2016;Role-Playing;Square Enix;0.0;0.0;0.64;0.0;0.64;0.0;0;0.0;0;;3;1.2633333333333334;1.1166666666666667;0.030000000000000002;0.10666666666666667;0.013333333333333334
Onimusha: Dawn of Dreams;Onimusha;PS2;2006;Action;Capcom;0.15;0.12;0.34;0.04;0.64;81.0;45;8.9;63;M;70;0.5918181818181819;0.16181818181818183;0.11727272727272728;0.2727272727272727;0.04000000000000001
Sengoku Basara: Samurai Heroes;Sengoku Basara;PS3;2010;Action;Capcom;0.17;0.04;0.4;0.02;0.64;61.0;37;7.9;29;T;15;0.15461538461538463;0.14769230769230773;0.0007692307692307692;0.004615384615384615;0.0007692307692307692
Stuntman: Ignition;Stuntman;X360;2007;Racing;THQ;0.25;0.31;0.0;0.07;0.64;75.0;38;7.3;31;T;6;0.595;0.0;0.24;0.2725;0.0825
Real Heroes: Firefighter;Real Heroes;Wii;2009;Action;Rondomedia;0.56;0.04;0.0;0.05;0.64;67.0;18;8.2;10;E10+;235;0.4290476190476192;0.043015873015873014;0.1365079365079365;0.20809523809523817;0.04222222222222222
Dead or Alive 5;"";PS3;2012;Fighting;Tecmo Koei;0.23;0.14;0.2;0.07;0.64;74.0;34;7.7;109;M;18;0.4423076923076924;0.11923076923076925;0.09384615384615386;0.20307692307692304;0.02538461538461539
Up;"";DS;2009;Action;THQ;0.3;0.27;0.0;0.07;0.64;0.0;0;0.0;0;E;43;0.24222222222222214;0.0;0.06555555555555556;0.12555555555555556;0.049999999999999996
Paper Mario: Color Splash;Paper Mario;WiiU;2016;Role-Playing;Nintendo;0.29;0.23;0.06;0.05;0.64;76.0;73;6.9;226;E;50;1.829;0.5589999999999999;0.24899999999999997;0.9400000000000001;0.08300000000000002
SpongeBob SquarePants: Game Boy Advance Video Volume 1;SpongeBob SquarePants;GBA;2004;Misc;THQ;0.46;0.17;0.0;0.01;0.64;0.0;0;0.0;0;;24;0.2233333333333333;0.0;0.05875000000000002;0.15958333333333333;0.0020833333333333333
Konami Collectors Series: Arcade Advanced;Konami Collectors Series;GBA;2002;Misc;Konami Digital Entertainment;0.46;0.17;0.0;0.01;0.64;78.0;10;0.0;0;E;50;0.18619047619047618;0.019523809523809523;0.03952380952380953;0.11952380952380953;0.005238095238095238
Dragon Ball: Raging Blast 2;Dragon Ball;X360;2010;Fighting;Namco Bandai Games;0.49;0.09;0.01;0.05;0.64;57.0;33;7.4;31;T;73;0.6785416666666667;0.20520833333333333;0.09562499999999996;0.3191666666666667;0.05854166666666664
Jampack Volume 13 (RP-T);"";PS2;2005;Misc;Sony Computer Entertainment;0.31;0.24;0.0;0.08;0.64;0.0;0;0.0;0;;1;0.11;0.0;0.04;0.05;0.01
NHL 13;"";PS3;2012;Sports;Electronic Arts;0.33;0.21;0.0;0.09;0.64;84.0;22;6.8;60;E10+;111;0.3240566037735849;0.0;0.08264150943396217;0.2106603773584906;0.03018867924528297
Madden NFL 2001;"";N64;2000;Sports;Electronic Arts;0.6;0.03;0.0;0.01;0.64;0.0;0;0.0;0;;96;1.3023958333333334;0.0014583333333333332;0.07822916666666664;1.1023958333333332;0.12062499999999993
Cruisn World;"";N64;1998;Racing;Nintendo;0.59;0.04;0.0;0.01;0.64;0.0;0;0.0;0;;87;0.3411111111111111;0.01111111111111111;0.14111111111111108;0.16444444444444448;0.022222222222222227
Minecraft: Story Mode;Minecraft;XOne;2015;Adventure;Mojang;0.36;0.22;0.0;0.06;0.64;0.0;0;0.0;0;;20;0.36124999999999996;0.007500000000000001;0.14625000000000002;0.1625;0.045
Lemony Snickets A Series of Unfortunate Events;"";PS2;2004;Platform;Activision;0.31;0.24;0.0;0.08;0.64;63.0;25;5.7;12;E;53;0.514;0.31799999999999995;0.046;0.13799999999999998;0.012
Lost Planet: Extreme Condition;Lost Planet;PS3;2008;Shooter;Capcom;0.31;0.17;0.07;0.08;0.64;67.0;34;7.0;36;T;79;0.4;0.085;0.07800000000000001;0.19900000000000004;0.034
Rocksmith 2014;"";PS4;2014;Misc;Ubisoft;0.35;0.17;0.0;0.11;0.63;0.0;0;0.0;0;;9;0.6055555555555556;0.01666666666666667;0.14555555555555555;0.37666666666666665;0.06777777777777777
X-Men Legends II: Rise of Apocalypse;X-Men Legends II;PS2;2005;Role-Playing;Activision;0.53;0.02;0.0;0.09;0.63;82.0;44;7.3;41;T;8;0.6214285714285713;0.0;0.17857142857142858;0.3971428571428572;0.04428571428571428
FIFA 15;"";PSV;2014;Sports;Electronic Arts;0.09;0.37;0.05;0.13;0.63;0.0;0;3.0;43;E;141;1.2206015037593991;0.01902255639097744;0.7445864661654138;0.24601503759398485;0.21045112781954892
Nightmare Creatures;"";PS;1997;Action;Sony Computer Entertainment;0.35;0.24;0.0;0.04;0.63;0.0;0;0.0;0;;2;0.21500000000000002;0.0;0.055;0.15;0.005
SingStar Queen;"";PS2;2009;Misc;Sony Computer Entertainment;0.08;0.12;0.0;0.44;0.63;73.0;9;0.0;0;T;7;0.42714285714285716;0.0;0.12142857142857144;0.06999999999999999;0.23714285714285716
LEGO Star Wars II: The Original Trilogy;LEGO Star Wars II;X360;2006;Action;LucasArts;0.55;0.03;0.0;0.05;0.63;81.0;50;8.0;45;E10+;47;1.1843243243243242;0.0016216216216216218;0.36675675675675673;0.7029729729729732;0.11324324324324322
Disney Sing It: Party Hits;Disney Sing It;Wii;2010;Misc;Disney Interactive Studios;0.48;0.1;0.0;0.04;0.63;0.0;0;0.0;0;E;30;0.37999999999999995;0.0;0.11346153846153847;0.21384615384615382;0.052692307692307705
Taiko no Tatsujin: Chibi Dragon to Fushigi na Or;Taiko no Tatsujin;3DS;2012;Misc;Namco Bandai Games;0.0;0.0;0.63;0.0;0.63;0.0;0;0.0;0;;9;0.33571428571428574;0.33571428571428574;0.0;0.0;0.0
Rock Band 3;"";Wii;2010;Misc;MTV Games;0.53;0.06;0.0;0.04;0.63;91.0;10;6.9;36;T;49;0.5589795918367347;0.0;0.09734693877551018;0.40122448979591835;0.06142857142857138
Dragon Age II;"";PC;2011;Action;Electronic Arts;0.23;0.33;0.0;0.08;0.63;82.0;45;4.5;4546;M;2;0.97;0.030000000000000002;0.275;0.56;0.1
Tony Hawks Pro Skater 2x;"";X;2001;Sports;Activision;0.41;0.19;0.0;0.03;0.63;78.0;24;8.8;5;T;0;0;0;0;0;0
NBA Live 08;"";PS3;2007;Sports;Electronic Arts;0.56;0.02;0.01;0.05;0.63;73.0;28;6.8;10;E;49;0.6967346938775509;0.004489795918367347;0.08571428571428572;0.549387755102041;0.05530612244897958
Sim Theme Park;"";PS;1999;Strategy;Electronic Arts;0.35;0.24;0.0;0.04;0.63;0.0;0;0.0;0;;1;2.08;0.0;0.04;2.04;0.0
Shin Megami Tensei: Persona 3 Portable;Shin Megami Tensei;PSP;2009;Role-Playing;Ghostlight;0.18;0.06;0.34;0.05;0.63;89.0;40;8.3;321;M;27;0.2866666666666666;0.14777777777777776;0.022962962962962966;0.09481481481481481;0.02185185185185186
FIFA Soccer 2003;"";X;2002;Sports;Electronic Arts;0.2;0.4;0.0;0.04;0.63;88.0;11;7.7;11;E;71;1.1185714285714285;0.014444444444444446;0.6173015873015874;0.23698412698412696;0.24904761904761902
The Lord of the Rings: Conquest;The Lord of the Rings;X360;2009;Action;Electronic Arts;0.37;0.2;0.0;0.06;0.63;55.0;58;7.0;111;T;55;0.7403125;0.0084375;0.27562499999999995;0.37375;0.08249999999999996
Monster Hunter 2;"";PS2;2006;Role-Playing;Capcom;0.0;0.0;0.63;0.0;0.63;0.0;0;0.0;0;;24;1.5321052631578949;1.1915789473684213;0.12052631578947369;0.1705263157894737;0.04842105263157894
NASCAR 06: Total Team Control;NASCAR 06;PS2;2005;Racing;Electronic Arts;0.53;0.02;0.0;0.09;0.63;78.0;18;7.7;18;E;1;0.27;0.0;0.06;0.2;0.01
Dogz;"";GBA;2004;Simulation;Ubisoft;0.45;0.17;0.0;0.01;0.63;48.0;9;6.3;13;E;10;0.45899999999999996;0.0;0.10600000000000001;0.307;0.044000000000000004
Super Castlevania IV;"";SNES;1991;Platform;Konami Digital Entertainment;0.32;0.05;0.25;0.01;0.63;0.0;0;0.0;0;;0;0;0;0;0;0
A Bugs Life;"";N64;1998;Platform;Activision;0.49;0.13;0.0;0.01;0.63;0.0;0;0.0;0;;2;2.79;0.0;0.72;1.96;0.11
White Knight Chronicles II;"";PS3;2010;Role-Playing;Sony Computer Entertainment;0.23;0.09;0.27;0.04;0.63;60.0;45;7.2;65;T;0;0;0;0;0;0
Iron Man;"";PSP;2008;Action;Sega;0.46;0.09;0.0;0.09;0.63;44.0;7;6.5;16;T;12;0.42;0.0;0.14;0.21727272727272728;0.06363636363636363
Wolfenstein;"";PS3;2009;Shooter;Activision;0.25;0.27;0.0;0.11;0.63;71.0;58;7.4;77;M;13;0.5480000000000002;0.005;0.24000000000000005;0.24299999999999997;0.05900000000000001
The Sims 3: Generations;The Sims 3;PC;2011;Simulation;Electronic Arts;0.4;0.23;0.0;0.0;0.63;70.0;22;3.6;81;T;143;0.8305063291139242;0.0016455696202531645;0.35734177215189894;0.3917721518987343;0.0789873417721518
Mobile Suit Z Gundam: AEUG vs. Titans;Mobile Suit Z Gundam;PS2;2003;Fighting;Namco Bandai Games;0.0;0.0;0.63;0.0;0.63;0.0;0;0.0;0;;32;0.4033333333333333;0.4033333333333333;0.0;0.0;0.0
Juiced 2: Hot Import Nights;Juiced 2;X360;2007;Racing;THQ;0.22;0.34;0.0;0.07;0.63;68.0;24;7.5;22;T;33;0.326;0.002;0.101;0.183;0.041999999999999996
The Walking Dead: Survival Instinct;The Walking Dead;X360;2013;Shooter;Activision;0.46;0.11;0.0;0.05;0.63;32.0;30;4.0;412;M;39;0.4579999999999999;0.0;0.13699999999999998;0.274;0.047
Ape Escape 2;"";PS2;2002;Platform;Sony Computer Entertainment;0.12;0.09;0.38;0.03;0.63;82.0;31;8.4;33;E;13;0.4766666666666666;0.08;0.115;0.245;0.034999999999999996
X-Man;"";2600;1982;Action;Universal Gamex;0.58;0.04;0.0;0.01;0.63;0.0;0;0.0;0;;16;0.505;0.19999999999999998;0.09666666666666668;0.18166666666666667;0.03
Sega Rally Revo;"";PS3;2007;Racing;Sega;0.07;0.42;0.0;0.14;0.63;75.0;40;7.0;20;E;5;0.382;0.162;0.12000000000000002;0.072;0.028000000000000004
Frozen: Olafs Quest;Frozen;3DS;2013;Platform;Disney Interactive Studios;0.29;0.29;0.0;0.05;0.63;0.0;0;0.0;0;;97;1.2175;0.37125;0.28625;0.50875;0.05
Crash of the Titans;"";PSP;2007;Action;Vivendi Games;0.25;0.24;0.0;0.14;0.63;0.0;0;7.1;24;E10+;4;0.415;0.0;0.0175;0.355;0.0375
Shin Megami Tensei: Persona 3 FES;Shin Megami Tensei;PS2;2007;Role-Playing;Tecmo Koei;0.22;0.2;0.16;0.05;0.63;89.0;25;8.3;298;M;27;0.2866666666666666;0.15444444444444444;0.017777777777777778;0.09333333333333334;0.02185185185185186
Angry Birds Trilogy;"";3DS;2012;Action;Activision;0.38;0.2;0.0;0.05;0.63;62.0;7;4.6;20;E;2;0.21000000000000002;0.0;0.035;0.15;0.025
FIFA Soccer 2002;"";PS2;2001;Sports;Electronic Arts;0.31;0.24;0.0;0.08;0.63;82.0;17;5.8;28;E;71;1.1185714285714285;0.014444444444444446;0.6198412698412699;0.23523809523809516;0.24841269841269836
Condemned 2: Bloodshot;Condemned 2;X360;2008;Action;Sega;0.38;0.19;0.0;0.06;0.63;80.0;76;8.4;178;M;2;0.4;0.0;0.09;0.265;0.05
Final Fantasy VII International;"";PS;1997;Role-Playing;Square;0.0;0.0;0.59;0.04;0.63;0.0;0;0.0;0;;0;0;0;0;0;0
Okami;"";PS2;2006;Action;Capcom;0.11;0.03;0.15;0.34;0.63;93.0;69;9.3;333;T;2;0.37;0.09000000000000001;0.045;0.215;0.025
NHL 2001;"";PS;2000;Sports;Electronic Arts;0.35;0.24;0.0;0.04;0.63;88.0;10;7.7;7;E;111;0.3241509433962264;0.0;0.08235849056603765;0.2104716981132076;0.030660377358490514
Crysis 3;"";PC;2013;Shooter;Electronic Arts;0.17;0.39;0.0;0.07;0.63;76.0;47;6.5;1232;M;8;0.518;0.008;0.302;0.154;0.05600000000000001
Just Dance 3;"";PS3;2011;Misc;Ubisoft;0.33;0.2;0.0;0.09;0.63;75.0;5;6.0;7;E10+;49;1.2944444444444445;0.025555555555555554;0.4124444444444445;0.7382222222222223;0.11844444444444437
Buzz Lightyear of Star Command;"";PS;2000;Platform;Activision;0.35;0.24;0.0;0.04;0.63;54.0;10;5.4;5;E;0;0;0;0;0;0
Namco Museum;"";GC;2002;Misc;Namco Bandai Games;0.48;0.13;0.0;0.02;0.63;62.0;10;0.0;0;E;20;1.2589999999999997;0.053000000000000005;0.3085;0.8364999999999998;0.05950000000000001
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);Transformers;X360;2009;Shooter;Activision;0.34;0.23;0.0;0.06;0.63;0.0;0;0.0;0;;15;0.39749999999999996;0.0;0.1225;0.19875;0.075
Ghostbusters: The Video Game;Ghostbusters;X360;2009;Action;Atari;0.43;0.14;0.0;0.06;0.63;79.0;53;8.5;125;T;74;0.7367567567567566;0.005135135135135136;0.2762162162162162;0.3697297297297296;0.08513513513513514
Cabelas Big Game Hunter (2008);"";Wii;2007;Sports;Activision;0.58;0.0;0.0;0.05;0.63;0.0;0;0.0;0;T;19;0.391875;0.0;0.06625;0.290625;0.035
Tony Hawks Project 8;"";PS3;2006;Sports;Activision;0.3;0.22;0.01;0.1;0.63;76.0;43;7.1;15;T;3;0.64;0.0;0.04;0.5233333333333333;0.07666666666666667
XCOM: Enemy Unknown;XCOM;X360;2012;Strategy;Take-Two Interactive;0.36;0.21;0.0;0.05;0.63;90.0;35;8.3;367;M;9;0.37;0.0;0.16799999999999998;0.15;0.048
Nobunaga no Yabou: Haouden;Nobunaga no Yabou;SNES;1993;Strategy;Tecmo Koei;0.3;0.0;0.32;0.0;0.62;0.0;0;0.0;0;;27;0.11954545454545454;0.11136363636363635;0.0013636363636363635;0.0036363636363636364;0.003181818181818182
Virtua Cop;"";SAT;1995;Shooter;Sega;0.0;0.0;0.62;0.0;0.62;0.0;0;0.0;0;;19;0.3;0.3;0.0;0.0;0.0
Metal Gear Solid 2: Substance;Metal Gear Solid 2;X;2002;Action;Konami Digital Entertainment;0.38;0.22;0.0;0.03;0.62;87.0;28;8.5;39;M;76;1.0594871794871796;0.19333333333333333;0.26384615384615384;0.45615384615384624;0.14564102564102563
Tony Hawks American Wasteland;"";X;2005;Sports;Activision;0.4;0.2;0.0;0.03;0.62;77.0;40;7.7;15;T;4;0.9525;0.0025;0.1925;0.6975;0.0625
WWF in Your House;"";PS;1996;Fighting;Acclaim Entertainment;0.35;0.24;0.0;0.04;0.62;0.0;0;0.0;0;;0;0;0;0;0;0
Wild ARMs 3;"";PS2;2002;Role-Playing;Ubisoft;0.16;0.13;0.29;0.04;0.62;78.0;30;8.5;39;T;7;0.34142857142857147;0.13571428571428573;0.07285714285714286;0.11142857142857143;0.025714285714285717
NBA ShootOut 97;"";PS;1997;Sports;Sony Computer Entertainment;0.35;0.24;0.0;0.04;0.62;0.0;0;0.0;0;;51;0.5067346938775509;0.003673469387755102;0.07367346938775507;0.37714285714285706;0.051020408163265286
Family Feud: 2010 Edition;Family Feud;Wii;2009;Misc;Ubisoft;0.58;0.0;0.0;0.04;0.62;0.0;0;0.0;0;E;81;0.1951851851851852;0.0;0.041111111111111126;0.13814814814814816;0.014814814814814817
Madden NFL 07;"";GC;2006;Sports;Electronic Arts;0.48;0.13;0.0;0.02;0.62;82.0;14;9.2;5;E;96;1.3026041666666668;0.0014583333333333332;0.07718749999999998;1.1036458333333332;0.12052083333333326
Battlezone;"";2600;1982;Shooter;Atari;0.58;0.03;0.0;0.01;0.62;0.0;0;0.0;0;;3;0.03;0.0;0.0;0.02;0.0
Tiger Woods PGA Tour 2004;"";X;2003;Sports;Electronic Arts;0.47;0.13;0.0;0.02;0.62;89.0;18;8.2;14;E;55;0.5574545454545455;0.0;0.14927272727272728;0.3443636363636363;0.06218181818181817
Test Drive Unlimited 2;"";PS3;2011;Racing;Atari;0.16;0.34;0.01;0.12;0.62;70.0;43;6.1;44;T;5;0.34199999999999997;0.004;0.15;0.132;0.054000000000000006
Tak 2: The Staff of Dreams;Tak 2;PS2;2004;Platform;THQ;0.3;0.24;0.0;0.08;0.62;71.0;31;8.0;10;E;41;0.5700000000000001;0.132;0.094;0.31999999999999995;0.025
LEGO Pirates of the Caribbean: The Video Game;LEGO Pirates of the Caribbean;3DS;2011;Action;Disney Interactive Studios;0.29;0.28;0.0;0.06;0.62;71.0;16;7.3;20;E10+;11;1.0981818181818181;0.0009090909090909091;0.37363636363636366;0.6218181818181818;0.1
Donkey Kong Barrel Blast;"";Wii;2007;Racing;Nintendo;0.19;0.26;0.11;0.06;0.62;46.0;34;6.8;26;E;0;0;0;0;0;0
The Princess and the Frog;"";DS;2009;Platform;Disney Interactive Studios;0.41;0.16;0.0;0.05;0.62;0.0;0;0.0;0;E;14;0.455;0.0;0.14;0.275;0.035
Viewtiful Joe;"";GC;2003;Action;Capcom;0.38;0.1;0.12;0.02;0.62;93.0;52;8.3;117;T;8;0.15625;0.00125;0.03375;0.10375000000000001;0.01625
Guitar Hero: Metallica;Guitar Hero;PS3;2009;Misc;Activision;0.28;0.24;0.0;0.1;0.62;86.0;44;8.0;48;T;122;1.3153061224489797;0.001836734693877551;0.2893877551020408;0.8438775510204082;0.17999999999999997
The Urbz: Sims in the City;The Urbz;GBA;2004;Simulation;Electronic Arts;0.37;0.22;0.0;0.03;0.62;72.0;6;9.2;25;E;64;1.0675;0.0335;0.4494999999999999;0.4965;0.08674999999999995
Beetle Adventure Racing!;"";N64;1999;Racing;Electronic Arts;0.4;0.2;0.0;0.02;0.62;0.0;0;0.0;0;;2;0.1;0.0;0.04;0.05;0.01
Disney's 102 Dalmatians: Puppies to the Rescue;Disney's 102 Dalmatians;PS;2000;Platform;Eidos Interactive;0.34;0.23;0.0;0.04;0.62;0.0;0;0.0;0;E;183;0.43780487804878054;0.016341463414634144;0.11658536585365852;0.2804878048780488;0.02414634146341464
Strike Force Bowling;"";PS2;2004;Sports;Play It;0.3;0.24;0.0;0.08;0.62;48.0;14;6.8;4;E;2;0.05;0.0;0.01;0.04;0.0
Red Steel 2;"";Wii;2010;Shooter;Ubisoft;0.35;0.21;0.01;0.06;0.62;80.0;73;8.5;179;T;1;0.67;0.04;0.03;0.54;0.05
Scribblenauts: Unlimited;Scribblenauts;3DS;2012;Action;Warner Bros. Interactive Entertainment;0.56;0.01;0.0;0.05;0.62;73.0;13;7.4;21;E10+;26;0.26000000000000006;0.1242857142857143;0.058571428571428566;0.06142857142857143;0.017142857142857144
Dark Souls II;"";PS4;2015;Role-Playing;Namco Bandai Games;0.22;0.23;0.08;0.09;0.62;0.0;0;0.0;0;;4;0.61;0.10250000000000001;0.16500000000000004;0.27749999999999997;0.0625
